District,State,Group Population,Less than HS,HS or GED,Some College or AA,BA or higher
District 6,Georgia,57534,0.05963430319463274,0.09776827614975493,0.09700351096742796,0.7455939096881844
District 6,Illinois,45907,0.07608861393687237,0.06833380530202365,0.14479273313438037,0.7107848476267236
District 6,Indiana,6414,,,,0.7187402556906767
District 6,Kentucky,9532,,0.12788501888375997,0.12767519932857743,0.630193033990768
District 6,Louisiana,11317,0.14191040028276045,0.17301404965980383,,0.5403375452858531
District 6,Maryland,60027,0.06966864910790145,0.09923867592916522,0.13403968214303563,0.6970529928198977
District 6,Massachusetts,22316,0.11467108800860369,0.14061659795662304,0.13846567485212405,0.6062466391826492
District 6,Michigan,6928,,,,0.6496824480369515
District 6,Minnesota,9176,,0.16532258064516128,0.2954446381865737,0.40213600697471663
District 6,Missouri,6140,,,,0.4677524429967427
District 6,New Jersey,94281,0.0807055504290366,0.09988226684061476,0.11549516869782883,0.7039170140325198
District 6,New York,221948,0.21679402382540056,0.22919332456251013,0.18609313893344387,0.3679195126786454
District 6,North Carolina,7834,,,,0.422517232575951
District 6,Ohio,2095,,,,0.5408114558472553
District 6,Pennsylvania,22768,,0.08924806746310611,0.08902846099789177,0.7656359803232607
District 6,South Carolina,4276,,,,0.5252572497661365
District 6,Tennessee,4932,,,,0.43207623682076235
District 6,Texas,24010,0.15268638067471887,0.20229071220324865,0.2383173677634319,0.4067055393586006
District 6,Virginia,8099,,,,0.46141498950487714
District 6,Washington,20595,0.17640203932993445,0.20946831755280407,0.29215829084729306,0.3219713522699684
District 6,Wisconsin,9145,0.16063422635319846,0.2793876435210498,0.2108255877528704,0.34915254237288135
District 7,Alabama,3006,,,,0.6327345309381237
District 7,Arizona,13670,0.2855157278712509,0.18997805413313826,0.2065837600585223,0.3179224579370885
District 7,California,78574,0.15879298495685595,0.1488151296866648,0.2528444523633772,0.43954743299310206
District 7,Colorado,17332,0.17459035310408494,0.20638126009693053,0.2228825294253404,0.3961458573736441
District 7,Florida,22461,,0.1469658519211077,0.1850318329548996,0.5614620898446195
District 7,Georgia,69150,0.127881417208966,0.19414316702819956,0.17940708604483008,0.49856832971800435
District 7,Illinois,38066,0.09851310881101245,0.0965428466347922,,0.7155729522408448
District 7,Indiana,13091,0.2800397219463754,0.20586662592620886,,0.4042471927278283
District 7,Maryland,34612,0.0991563619553912,0.09970530451866405,0.12836588466427828,0.6727724488616664
District 7,Massachusetts,52805,0.22075561026417953,0.14911466717166935,0.09578638386516429,0.5343433386989869
District 7,Michigan,4554,,,,0.5757575757575758
District 7,Minnesota,3020,0.1900662251655629,0.27019867549668874,0.26456953642384107,
District 7,Missouri,5395,,,,0.4055607043558851
District 7,New Jersey,50388,0.04905929983329364,0.07773676272128284,0.09692783996189569,0.7762760974835278
District 7,New York,105823,0.4550995530272247,0.18177522844750196,0.0960944218175633,0.26703079670771
District 7,North Carolina,4359,,,,0.4078917182840101
District 7,Ohio,3341,,,,0.49117030829093083
District 7,Pennsylvania,23983,0.07955635241629487,0.13192678147020806,0.11779176916982863,0.6707250969436684
District 7,South Carolina,4942,,,,0.4330230675839741
District 7,Tennessee,9854,,,,0.6025979297747108
District 7,Texas,59008,0.07280368763557483,0.09544468546637744,0.14313313449023862,0.6886184924078091
District 7,Virginia,26759,0.12788220785530102,0.14720281026944207,0.12877910235808512,0.5961358795171718
District 7,Washington,61393,0.086475656833841,0.09110159138664017,0.1871060218591696,0.6353167299203493
District 7,Wisconsin,5904,0.19664634146341464,0.2550813008130081,0.2437330623306233,0.30453929539295393
District 8,Arizona,19577,0.14179904990550135,0.1490013791694335,0.22674567094038922,0.4824538999846759
District 8,California,16892,0.1336135448733128,0.20317309969216196,0.2881245560028416,0.37508879943168366
District 8,Florida,11637,0.1337114376557532,0.21362894216722522,0.2088167053364269,0.4438429148405947
District 8,Georgia,7162,,,,0.40184306059759844
District 8,Illinois,67204,0.09744955657401345,0.10044044997321588,0.1729956550205345,0.6291143384322362
District 8,Indiana,4684,,,,0.5320239111870196
District 8,Maryland,52466,0.09566195250257309,0.10423893569168605,0.15331833949605458,0.6467807723096862
District 8,Massachusetts,43911,0.17788253512787228,0.1770399216597208,0.1333834346746829,0.511694108537724
District 8,Michigan,18807,0.07858775987664167,,0.1362790450364226,0.7277609400755038
District 8,Minnesota,2951,,0.20433751270755676,0.2639783124364622,0.3114198576753643
District 8,Missouri,2749,,,,0.5547471807930157
District 8,New Jersey,52738,0.062364898175888354,0.08771663696006675,0.10216542151769123,0.7477530433463536
District 8,New York,29039,0.2573435724370674,0.19735528082922965,0.14910981783119254,0.3961913289025104
District 8,North Carolina,11736,0.13931492842535786,0.2276755282890252,0.18583844580777095,0.44717109747784595
District 8,Ohio,8241,,,0.16660599441815313,0.5271204950855479
District 8,Pennsylvania,23903,0.09777015437392796,0.15776262393841778,0.1498556666527214,0.5946115550349329
District 8,Tennessee,9561,,,,0.6437611128543039
District 8,Texas,15596,,,0.20255193639394717,0.5749551166965888
District 8,Virginia,66826,0.11025648699607937,0.12270673091311765,0.15188699009367612,0.6151497919971268
District 8,Washington,41803,0.09544769514149702,0.14125780446379446,0.2076405999569409,0.5556539004377676
District 8,Wisconsin,8832,0.21048460144927536,0.2263360507246377,0.200294384057971,0.36288496376811596
District 9,Arizona,25787,0.08698181254120294,0.10555706363671617,0.17822934036530033,0.6292317834567805
District 9,California,70798,0.2039181897793723,0.19524562840758214,0.28954207745981525,0.3112941043532303
District 9,Florida,17197,0.147990928650346,,0.20614060591963715,0.48595685293946617
District 9,Georgia,6116,,0.1962066710268149,0.2042184434270765,0.3544800523217789
District 9,Illinois,65897,0.1055890252970545,0.12970241437394722,0.17210191662746407,0.5926066437015343
District 9,Indiana,9309,,,,0.5831990546782684
District 9,Massachusetts,6571,,,0.16953279561710546,0.46385633845685587
District 9,Michigan,20467,0.14706600869692676,0.1362681389553916,0.18952460057653783,0.5271412517711438
District 9,New Jersey,74605,0.06844045305274446,0.15209436364854903,0.13548689766101468,0.6439782856376919
District 9,New York,36902,0.2812042707712319,0.18335049590808086,0.1282044333640453,0.4072407999566419
District 9,North Carolina,13218,0.10871538810712665,0.117491299742775,0.15985776970797397,0.6139355424421243
District 9,Ohio,6813,,0.20196682812270658,,0.3949801849405548
District 9,Pennsylvania,2696,,,,
District 9,Tennessee,8549,,,,0.5111708971809569
District 9,Texas,66012,0.20352360176937526,0.19650972550445372,0.17525601405805005,0.42471065866812097
District 9,Virginia,5102,,,,0.6769894159153274
District 9,Washington,122303,0.1607155997808721,0.1674611415909667,0.19381372492906962,0.4780095336990916
Resident Commissioner District (at Large),Puerto Rico,5522,,,,
